StaffID,Age,Gender,Department,Role,StoreRegion,EmploymentType,ShiftType,WeeklyHours,HourlyWage,TenureMonths,ManagerRating,TrainingHoursLastYear,CommuteMinutes,EngagementScore,CustomerSatRating
481,59,Female,Marketing,Brand Analyst,Southwest,Part-Time,Evening,25,22.1,129,5,6,62,6.7,
482,60,Male,Sales Floor,Visual Merchandiser,Northeast,Full-Time,Morning,40,31.42,50,5,10,26,6.2,4.4
483,53,Male,Customer Service,Call Center Agent,Midwest,Part-Time,Evening,20,25.89,192,4,16,46,6.4,3.1
484,53,Non-Binary,Customer Service,CS Manager,Southeast,Part-Time,Rotating,30,15.57,225,1,35,6,3.2,3.5
485,62,Male,HR,HR Generalist,Northeast,Part-Time,Morning,20,30.55,64,4,34,24,6.9,
486,30,Non-Binary,HR,Recruiter,Northeast,Part-Time,Rotating,20,31.7,3,5,4,59,6.9,
487,25,Male,Warehouse,Shift Supervisor,Southeast,Part-Time,Evening,20,29.02,47,1,37,76,5.6,
488,60,Non-Binary,Warehouse,Forklift Operator,West Coast,Full-Time,Evening,45,30.64,43,5,26,32,6.1,
489,53,Female,Sales Floor,Cashier,Southeast,Full-Time,Rotating,40,17.39,150,5,5,11,6.3,3.3
490,40,Non-Binary,Warehouse,Receiving Clerk,West Coast,Full-Time,Afternoon,45,24.99,117,3,25,88,5.3,
491,60,Female,Sales Floor,Cashier,Northeast,Part-Time,Morning,30,31.2,154,3,13,7,6.3,3.9
492,37,Male,Marketing,Marketing Manager,West Coast,Full-Time,Rotating,35,37.15,17,1,11,64,4.5,
493,23,Non-Binary,Sales Floor,Department Lead,West Coast,Full-Time,Morning,40,24.32,52,2,32,40,4.2,2.8
494,34,Female,Marketing,Brand Analyst,West Coast,Full-Time,Morning,40,26.23,11,5,25,49,8.1,
495,53,Female,Marketing,Marketing Manager,Northeast,Part-Time,Morning,30,23.85,164,4,18,31,7.4,
496,26,Female,Warehouse,Forklift Operator,West Coast,Full-Time,Evening,50,30.09,43,3,40,58,5.2,
497,24,Non-Binary,HR,HR Generalist,Northeast,Part-Time,Morning,25,16.22,44,2,17,28,4.5,
498,18,Female,Sales Floor,Cashier,Northeast,Part-Time,Evening,25,25.85,1,4,8,44,6.1,3.5
499,28,Non-Binary,HR,HR Manager,Southwest,Full-Time,Evening,35,21.69,108,4,24,36,7.3,
500,60,Male,Sales Floor,Cashier,Southeast,Full-Time,Morning,50,13.89,138,1,2,58,2.2,4.5
501,61,Female,HR,Recruiter,Northeast,Part-Time,Afternoon,25,18.32,40,5,30,49,5.0,
502,48,Female,IT,Systems Administrator,West Coast,Full-Time,Evening,50,30.22,97,2,21,70,3.8,
503,48,Female,HR,Training Coordinator,West Coast,Full-Time,Afternoon,40,18.2,135,5,30,19,5.0,
504,33,Female,Sales Floor,Department Lead,Midwest,Full-Time,Evening,35,22.19,62,3,40,85,5.1,2.8
505,41,Male,Sales Floor,Store Associate,Midwest,Full-Time,Evening,40,19.71,10,4,2,59,5.4,4.4
506,43,Non-Binary,Finance,Accountant,West Coast,Part-Time,Morning,25,41.68,166,3,39,49,5.5,
507,59,Non-Binary,Supply Chain,Demand Planner,Southeast,Part-Time,Evening,20,25.35,39,4,29,16,5.1,
508,30,Female,Warehouse,Shift Supervisor,Midwest,Full-Time,Morning,45,22.91,98,1,37,71,3.6,
509,35,Non-Binary,Sales Floor,Cashier,West Coast,Full-Time,Evening,50,16.11,121,4,24,71,4.2,4.1
510,42,Non-Binary,Marketing,Social Media Coordinator,Southwest,Full-Time,Evening,35,28.74,79,1,39,58,6.1,
511,30,Female,Marketing,Marketing Manager,Midwest,Full-Time,Afternoon,50,29.33,17,4,19,12,6.2,
512,46,Female,Supply Chain,Buyer,West Coast,Part-Time,Evening,30,29.42,109,1,40,26,5.6,
513,62,Female,Finance,Accountant,West Coast,Part-Time,Afternoon,30,24.51,177,2,16,46,3.5,
514,36,Female,Marketing,Marketing Manager,Southeast,Full-Time,Evening,45,24.34,89,4,11,64,5.0,
515,26,Female,Customer Service,Call Center Agent,Southeast,Part-Time,Morning,25,13.99,64,1,8,72,4.1,3.1
516,31,Female,Warehouse,Inventory Analyst,Midwest,Full-Time,Evening,40,12.04,54,4,13,36,3.5,
517,28,Male,Customer Service,Call Center Agent,Northeast,Part-Time,Afternoon,20,26.42,43,3,40,34,7.2,4.7
518,50,Male,Warehouse,Forklift Operator,Southwest,Part-Time,Morning,30,26.89,94,3,34,51,6.7,
519,36,Male,Finance,Payroll Specialist,Midwest,Part-Time,Rotating,25,22.82,168,3,23,35,4.2,
520,35,Non-Binary,IT,IT Support,Northeast,Full-Time,Afternoon,35,25.8,94,3,3,69,6.3,
521,40,Female,Sales Floor,Department Lead,Midwest,Full-Time,Afternoon,35,23.8,103,2,35,38,4.6,2.7
522,53,Male,Customer Service,Call Center Agent,West Coast,Full-Time,Morning,45,26.33,11,2,12,72,4.8,3.7
523,54,Female,Warehouse,Shift Supervisor,Northeast,Part-Time,Evening,20,17.04,173,3,1,18,5.0,
524,38,Male,Warehouse,Shift Supervisor,Midwest,Full-Time,Morning,40,18.46,133,4,37,68,6.8,
525,20,Female,Sales Floor,Department Lead,Southeast,Part-Time,Afternoon,20,19.99,9,5,6,9,6.6,4.2
526,42,Male,Finance,Accountant,Southeast,Part-Time,Afternoon,30,37.45,195,1,19,23,4.9,
527,53,Male,HR,Recruiter,Southeast,Part-Time,Morning,30,26.32,106,2,40,41,6.4,
528,27,Non-Binary,Sales Floor,Store Manager,Northeast,Full-Time,Afternoon,40,13.11,30,2,8,62,3.0,2.6
529,21,Female,Sales Floor,Store Manager,Midwest,Full-Time,Morning,40,16.67,32,2,38,46,2.8,3.1
530,35,Male,IT,Systems Administrator,West Coast,Full-Time,Evening,35,30.64,189,1,34,81,5.3,
531,30,Female,Supply Chain,Procurement Analyst,West Coast,Part-Time,Rotating,20,13.08,1,2,15,53,2.3,
532,22,Non-Binary,Warehouse,Forklift Operator,Southwest,Full-Time,Afternoon,35,23.75,32,3,20,81,5.3,
533,30,Male,Warehouse,Shift Supervisor,Southwest,Full-Time,Afternoon,40,15.88,140,5,9,13,5.1,
534,51,Non-Binary,IT,Systems Administrator,Southeast,Part-Time,Morning,25,29.48,185,2,13,48,6.2,
535,64,Non-Binary,Finance,Financial Analyst,Northeast,Full-Time,Morning,50,25.95,176,3,10,28,5.7,
536,54,Non-Binary,Sales Floor,Visual Merchandiser,Southeast,Full-Time,Afternoon,45,25.95,181,3,26,25,6.0,3.4
537,40,Male,IT,POS Technician,Northeast,Full-Time,Afternoon,45,40.69,237,2,13,71,5.8,
538,33,Male,Marketing,Marketing Manager,Midwest,Part-Time,Evening,30,35.12,9,1,32,28,3.7,
539,18,Non-Binary,Marketing,Digital Marketing Specialist,Northeast,Full-Time,Morning,40,23.61,1,4,38,43,5.2,
540,28,Female,Warehouse,Shift Supervisor,Midwest,Part-Time,Morning,30,16.99,96,3,24,51,5.5,
541,60,Male,Customer Service,CS Manager,Southwest,Part-Time,Afternoon,30,14.6,1,3,40,18,4.2,4.2
542,65,Non-Binary,Supply Chain,Buyer,Midwest,Full-Time,Afternoon,40,31.57,106,2,27,89,4.4,
543,65,Male,Supply Chain,Buyer,Northeast,Part-Time,Rotating,30,12.71,81,2,27,39,4.2,
544,64,Male,Sales Floor,Department Lead,Midwest,Part-Time,Afternoon,25,20.16,188,2,19,12,5.0,2.7
545,63,Non-Binary,Warehouse,Inventory Analyst,Southeast,Full-Time,Afternoon,40,12.86,69,1,21,57,3.9,
546,28,Male,Warehouse,Warehouse Worker,Southeast,Full-Time,Afternoon,40,27.43,47,3,37,61,5.9,
547,36,Male,Warehouse,Shift Supervisor,Midwest,Full-Time,Rotating,40,29.38,42,1,29,89,4.0,
548,36,Non-Binary,Marketing,Marketing Manager,Southeast,Full-Time,Evening,35,31.01,215,3,8,18,5.6,
549,34,Non-Binary,Marketing,Marketing Manager,Midwest,Full-Time,Morning,45,39.92,150,1,28,26,6.0,
550,54,Female,Sales Floor,Store Associate,Midwest,Part-Time,Afternoon,20,31.15,154,3,5,21,6.3,3.2
551,19,Female,Marketing,Digital Marketing Specialist,Northeast,Full-Time,Evening,40,30.38,6,5,32,63,6.2,
552,35,Female,Warehouse,Inventory Analyst,Northeast,Full-Time,Evening,35,18.91,30,1,21,56,4.2,
553,21,Non-Binary,Marketing,Social Media Coordinator,Southwest,Part-Time,Morning,30,30.93,10,1,21,20,4.1,
554,31,Female,Warehouse,Warehouse Worker,Midwest,Part-Time,Afternoon,30,12.72,95,1,26,46,4.1,
555,49,Female,Warehouse,Warehouse Worker,Northeast,Full-Time,Rotating,45,15.74,52,1,28,23,4.2,
556,19,Male,Warehouse,Forklift Operator,Midwest,Full-Time,Rotating,40,12.69,9,5,27,80,4.3,
557,65,Non-Binary,Sales Floor,Store Associate,West Coast,Full-Time,Afternoon,40,28.66,168,1,17,12,4.1,4.0
558,55,Female,Finance,Controller,Northeast,Full-Time,Afternoon,35,42.67,35,1,21,80,4.9,
559,63,Female,Sales Floor,Store Manager,Midwest,Part-Time,Morning,25,20.53,85,4,15,73,6.5,4.1
560,22,Female,Finance,Financial Analyst,West Coast,Part-Time,Morning,30,25.93,6,2,29,23,6.1,
561,32,Non-Binary,Warehouse,Receiving Clerk,West Coast,Full-Time,Rotating,35,13.33,99,4,0,70,4.4,
562,65,Non-Binary,Warehouse,Forklift Operator,Southeast,Full-Time,Morning,50,21.09,196,2,3,76,3.2,
563,23,Non-Binary,Warehouse,Forklift Operator,Northeast,Full-Time,Afternoon,40,31.34,29,1,8,53,3.9,
564,45,Female,Customer Service,Call Center Agent,West Coast,Full-Time,Morning,50,29.02,199,3,0,35,5.8,2.5
565,44,Non-Binary,Warehouse,Shift Supervisor,Southeast,Part-Time,Rotating,25,28.09,6,2,37,81,5.2,
566,63,Non-Binary,IT,IT Manager,Northeast,Part-Time,Evening,20,36.92,88,3,3,82,5.7,
567,50,Male,Sales Floor,Store Associate,West Coast,Part-Time,Morning,30,31.52,213,4,18,44,8.0,3.4
568,43,Male,Sales Floor,Cashier,Northeast,Part-Time,Evening,20,15.6,13,5,39,10,4.8,4.1
569,57,Female,HR,HR Generalist,Midwest,Full-Time,Afternoon,35,22.44,225,5,0,35,5.8,
570,48,Female,Customer Service,CS Representative,Northeast,Part-Time,Rotating,30,12.47,112,1,17,29,1.7,4.2
571,57,Female,Warehouse,Forklift Operator,Southeast,Full-Time,Morning,40,16.96,83,5,25,9,5.5,
572,46,Male,Warehouse,Receiving Clerk,Southwest,Full-Time,Evening,45,21.44,218,3,13,46,6.3,
573,30,Male,Sales Floor,Cashier,Midwest,Part-Time,Rotating,20,14.09,35,5,2,8,3.5,2.6
574,27,Non-Binary,Customer Service,CS Representative,West Coast,Full-Time,Evening,45,28.25,31,5,39,8,7.0,3.5
575,43,Non-Binary,HR,Training Coordinator,Northeast,Full-Time,Morning,40,21.97,103,4,16,44,5.4,
576,45,Male,Sales Floor,Cashier,Northeast,Part-Time,Afternoon,25,15.38,166,4,8,60,6.2,3.7
577,65,Non-Binary,Sales Floor,Cashier,Northeast,Full-Time,Afternoon,35,18.05,218,3,21,79,4.4,4.5
578,50,Non-Binary,Customer Service,Call Center Agent,West Coast,Full-Time,Rotating,45,29.47,207,2,12,90,5.5,4.1
579,36,Non-Binary,Sales Floor,Store Manager,West Coast,Full-Time,Rotating,35,27.7,143,3,14,33,5.7,3.3
580,39,Non-Binary,Customer Service,CS Representative,West Coast,Part-Time,Evening,25,26.76,113,4,25,32,6.2,4.0
581,55,Male,Sales Floor,Store Manager,Midwest,Full-Time,Rotating,35,27.92,43,2,18,56,5.2,2.9
582,43,Female,Sales Floor,Cashier,Southwest,Full-Time,Morning,45,30.63,189,1,1,53,6.6,3.5
583,26,Male,Customer Service,CS Manager,Midwest,Full-Time,Evening,45,19.21,95,5,13,76,6.4,2.8
584,58,Male,Customer Service,Returns Specialist,Midwest,Full-Time,Morning,40,29.63,87,2,33,30,5.6,3.9
585,56,Male,Customer Service,Returns Specialist,Midwest,Full-Time,Rotating,50,14.75,136,3,14,28,3.1,4.3
586,56,Non-Binary,Sales Floor,Store Associate,Southwest,Full-Time,Morning,40,27.92,205,4,33,59,7.4,4.3
587,38,Male,HR,Recruiter,Midwest,Full-Time,Afternoon,40,14.98,19,3,22,39,3.8,
588,59,Non-Binary,HR,HR Generalist,Midwest,Part-Time,Evening,25,19.0,126,4,19,33,6.5,
589,46,Non-Binary,Warehouse,Warehouse Worker,Northeast,Full-Time,Rotating,35,29.34,131,3,0,9,6.3,
590,59,Female,Customer Service,Call Center Agent,Northeast,Full-Time,Rotating,45,16.18,57,1,17,28,2.2,5.0
591,65,Non-Binary,HR,HR Generalist,Southwest,Full-Time,Afternoon,40,20.73,58,1,17,70,4.2,
592,44,Male,Sales Floor,Department Lead,Southeast,Part-Time,Evening,20,22.55,78,3,31,65,5.8,4.2
593,23,Non-Binary,Sales Floor,Cashier,Northeast,Full-Time,Evening,40,23.91,32,1,3,80,4.2,3.3
594,59,Male,HR,Training Coordinator,West Coast,Full-Time,Rotating,45,20.92,236,2,40,76,2.8,
595,36,Non-Binary,Sales Floor,Cashier,Northeast,Full-Time,Morning,45,21.03,89,1,8,73,4.7,4.1
596,54,Female,HR,Training Coordinator,Southeast,Full-Time,Rotating,35,19.77,58,4,23,37,3.9,
597,46,Female,Customer Service,CS Manager,West Coast,Part-Time,Evening,30,19.99,93,2,11,11,3.0,3.2
598,40,Male,Supply Chain,Logistics Coordinator,Southwest,Full-Time,Afternoon,40,31.57,130,1,4,76,6.4,
599,33,Female,Finance,Accountant,Midwest,Full-Time,Evening,45,42.02,131,4,4,50,8.2,
600,57,Female,Sales Floor,Store Manager,West Coast,Full-Time,Rotating,45,16.8,177,3,11,40,6.0,3.3
601,62,Non-Binary,Finance,Accountant,Midwest,Full-Time,Rotating,40,36.26,109,5,40,84,7.0,
602,46,Male,Sales Floor,Store Manager,Midwest,Part-Time,Rotating,25,19.02,207,2,30,73,4.7,3.9
603,42,Non-Binary,Sales Floor,Cashier,Southeast,Full-Time,Rotating,45,16.69,239,4,12,13,6.2,3.8
604,45,Female,Marketing,Marketing Manager,Southwest,Full-Time,Morning,35,37.51,107,4,39,74,7.1,
605,26,Female,Sales Floor,Store Associate,West Coast,Full-Time,Evening,35,31.47,24,2,16,68,5.3,4.1
606,43,Male,Warehouse,Shift Supervisor,Northeast,Part-Time,Rotating,20,17.35,216,5,22,63,6.0,
607,50,Female,IT,Systems Administrator,West Coast,Full-Time,Morning,40,39.44,15,2,28,35,6.0,
608,40,Male,Finance,Accountant,Northeast,Full-Time,Evening,35,26.16,225,1,35,19,6.4,
609,47,Male,Warehouse,Warehouse Worker,Southwest,Full-Time,Rotating,50,24.11,121,1,13,17,2.9,
610,40,Female,Warehouse,Inventory Analyst,Southeast,Full-Time,Morning,45,31.22,83,2,15,27,5.6,
611,56,Male,Marketing,Social Media Coordinator,Midwest,Full-Time,Evening,40,30.24,18,5,28,65,6.5,
612,41,Male,Warehouse,Receiving Clerk,Southeast,Part-Time,Afternoon,25,13.34,142,3,13,47,5.3,
613,50,Non-Binary,HR,HR Manager,West Coast,Full-Time,Afternoon,35,20.67,132,4,40,43,5.9,
614,60,Male,Customer Service,CS Representative,Northeast,Full-Time,Afternoon,40,27.68,104,2,36,22,4.7,4.6
615,57,Female,Finance,Financial Analyst,Southeast,Full-Time,Afternoon,40,41.08,157,3,28,38,7.4,
616,52,Male,Sales Floor,Visual Merchandiser,Southwest,Part-Time,Afternoon,20,23.58,231,4,8,20,5.3,3.0
617,56,Female,Marketing,Digital Marketing Specialist,West Coast,Part-Time,Morning,25,39.96,226,3,39,49,6.6,
618,50,Non-Binary,Customer Service,CS Representative,Southwest,Part-Time,Afternoon,20,26.55,9,1,20,39,4.5,4.6
619,31,Female,HR,HR Generalist,Midwest,Part-Time,Rotating,20,19.15,62,3,12,28,4.4,
620,58,Non-Binary,Sales Floor,Department Lead,West Coast,Full-Time,Afternoon,40,27.17,190,1,38,53,5.6,3.7
621,36,Male,Finance,Payroll Specialist,Southwest,Full-Time,Rotating,40,38.09,17,2,1,52,5.6,
622,44,Male,Supply Chain,Procurement Analyst,Northeast,Part-Time,Morning,25,13.64,212,2,26,7,3.2,
623,26,Male,Marketing,Social Media Coordinator,Southeast,Full-Time,Morning,45,43.76,8,3,12,47,6.0,
624,45,Non-Binary,Warehouse,Forklift Operator,Midwest,Full-Time,Afternoon,50,25.54,191,5,34,76,7.1,
625,35,Non-Binary,Warehouse,Inventory Analyst,Southwest,Part-Time,Evening,30,31.63,142,1,25,77,6.5,
626,23,Non-Binary,Supply Chain,Buyer,Northeast,Part-Time,Afternoon,30,23.34,59,1,15,70,4.0,
627,46,Non-Binary,Warehouse,Shift Supervisor,Southwest,Full-Time,Morning,40,25.56,176,3,9,14,6.6,
628,63,Non-Binary,Finance,Controller,West Coast,Full-Time,Evening,40,27.99,11,5,0,9,7.5,
629,58,Female,IT,POS Technician,West Coast,Full-Time,Rotating,35,38.45,84,5,2,29,5.6,
630,59,Male,IT,IT Manager,West Coast,Full-Time,Evening,35,23.42,177,3,33,63,4.6,
631,40,Male,Sales Floor,Store Associate,West Coast,Full-Time,Morning,50,12.29,177,1,35,17,1.9,2.6
632,64,Female,IT,POS Technician,Midwest,Full-Time,Morning,40,39.04,169,2,16,69,5.9,
633,62,Non-Binary,Sales Floor,Department Lead,Southeast,Part-Time,Rotating,25,28.84,147,3,17,17,6.6,3.6
634,22,Male,IT,IT Manager,Northeast,Full-Time,Afternoon,40,25.35,4,3,6,68,5.5,
635,32,Male,Supply Chain,Buyer,West Coast,Full-Time,Evening,40,12.76,41,4,21,22,3.3,
636,37,Male,Warehouse,Shift Supervisor,West Coast,Full-Time,Morning,45,28.91,133,1,0,14,5.0,
637,39,Female,Warehouse,Receiving Clerk,Southwest,Full-Time,Rotating,40,30.11,95,2,14,75,4.1,
638,28,Non-Binary,Sales Floor,Department Lead,Southwest,Full-Time,Morning,40,17.28,23,1,20,30,5.0,4.0
639,64,Male,Customer Service,CS Representative,Midwest,Part-Time,Evening,20,27.27,158,3,10,72,5.9,4.8
640,29,Female,Warehouse,Shift Supervisor,Southwest,Full-Time,Morning,40,21.81,22,4,18,20,6.6,
641,54,Female,Customer Service,Returns Specialist,Southwest,Part-Time,Morning,30,18.72,131,5,22,52,5.2,3.9
642,30,Non-Binary,Sales Floor,Store Associate,Southwest,Part-Time,Evening,25,27.54,33,2,36,73,5.7,3.7
643,42,Male,Sales Floor,Cashier,Southeast,Full-Time,Morning,40,16.88,81,1,19,85,5.0,3.2
644,26,Male,Sales Floor,Department Lead,Southwest,Part-Time,Evening,25,16.37,93,3,4,33,4.4,4.7
645,37,Non-Binary,Sales Floor,Cashier,Midwest,Part-Time,Morning,30,21.3,48,1,23,47,4.1,3.7
646,19,Female,Sales Floor,Cashier,Southwest,Full-Time,Afternoon,35,26.81,11,4,39,88,7.6,3.9
647,60,Female,Marketing,Brand Analyst,Southwest,Full-Time,Rotating,40,23.46,152,3,0,62,5.0,
648,30,Female,Warehouse,Shift Supervisor,Southwest,Full-Time,Rotating,35,30.91,56,4,7,18,6.5,
649,24,Non-Binary,Customer Service,CS Manager,Northeast,Full-Time,Afternoon,45,27.77,9,1,18,23,5.3,3.7
650,53,Female,Sales Floor,Store Manager,Southeast,Part-Time,Evening,25,14.23,22,1,27,56,3.0,4.7
651,49,Male,Marketing,Social Media Coordinator,West Coast,Part-Time,Rotating,25,34.12,11,5,21,13,6.9,
652,49,Non-Binary,Sales Floor,Store Associate,Southeast,Full-Time,Evening,40,30.72,31,1,11,56,5.8,3.8
653,52,Non-Binary,Finance,Financial Analyst,West Coast,Full-Time,Evening,40,41.57,185,4,4,40,6.0,
654,22,Female,Sales Floor,Cashier,Northeast,Full-Time,Evening,40,17.58,32,4,16,70,5.1,2.7
655,31,Male,Supply Chain,Logistics Coordinator,West Coast,Full-Time,Rotating,35,13.04,104,3,34,55,3.4,
656,65,Non-Binary,Warehouse,Receiving Clerk,Southeast,Full-Time,Rotating,40,17.92,126,4,29,41,5.1,
657,59,Female,Sales Floor,Store Manager,Southeast,Full-Time,Morning,40,28.59,163,1,20,58,4.3,4.8
658,60,Male,Sales Floor,Department Lead,Midwest,Full-Time,Rotating,40,12.6,113,1,30,61,3.2,3.7
659,30,Female,IT,IT Support,Southwest,Part-Time,Evening,25,44.12,27,5,11,18,6.9,
660,21,Non-Binary,Warehouse,Forklift Operator,Midwest,Part-Time,Evening,30,24.91,24,2,20,18,3.6,
661,59,Male,Warehouse,Inventory Analyst,Southeast,Full-Time,Evening,45,27.19,104,3,13,61,5.4,
662,35,Non-Binary,Sales Floor,Store Manager,Northeast,Full-Time,Morning,35,30.09,19,4,10,53,7.5,3.5
663,47,Male,Sales Floor,Department Lead,West Coast,Full-Time,Morning,40,21.03,108,2,23,9,4.0,3.1
664,64,Non-Binary,Marketing,Brand Analyst,Southwest,Full-Time,Afternoon,40,38.85,215,4,22,10,6.3,
665,51,Male,HR,Training Coordinator,West Coast,Full-Time,Evening,40,14.53,65,4,16,79,3.5,
666,52,Non-Binary,HR,Recruiter,Northeast,Full-Time,Rotating,35,26.93,146,3,3,57,4.8,
667,25,Female,IT,IT Manager,Midwest,Full-Time,Rotating,35,42.48,78,4,1,48,7.1,
668,49,Non-Binary,Supply Chain,Demand Planner,Northeast,Full-Time,Morning,45,16.34,212,1,29,63,4.5,
669,54,Non-Binary,Supply Chain,Buyer,West Coast,Full-Time,Rotating,35,17.86,50,5,25,9,5.6,
670,50,Male,Customer Service,Call Center Agent,Southeast,Part-Time,Morning,25,13.27,196,3,11,79,4.1,3.0
671,39,Non-Binary,Sales Floor,Cashier,Southwest,Part-Time,Evening,30,22.49,12,2,40,28,4.3,2.6
672,20,Non-Binary,Warehouse,Inventory Analyst,Southwest,Full-Time,Morning,50,26.26,9,4,6,55,5.5,
673,48,Non-Binary,Sales Floor,Visual Merchandiser,West Coast,Part-Time,Afternoon,25,29.68,15,1,24,83,4.7,4.2
674,57,Female,Warehouse,Warehouse Worker,Southeast,Full-Time,Rotating,40,24.97,220,3,16,42,5.6,
675,28,Female,Sales Floor,Cashier,Northeast,Full-Time,Rotating,35,29.57,80,2,20,57,4.2,3.3
676,43,Female,Warehouse,Inventory Analyst,Midwest,Full-Time,Evening,35,29.94,3,3,5,15,5.1,
677,29,Non-Binary,Warehouse,Shift Supervisor,Southeast,Full-Time,Rotating,35,13.43,48,1,4,67,3.3,
678,43,Female,Warehouse,Receiving Clerk,Northeast,Full-Time,Evening,50,27.26,153,2,38,23,5.1,
679,49,Male,IT,IT Manager,Northeast,Full-Time,Evening,40,37.41,104,3,33,71,6.8,
680,33,Non-Binary,Warehouse,Receiving Clerk,Southeast,Part-Time,Evening,20,16.02,170,2,30,70,4.0,
681,51,Female,Customer Service,Call Center Agent,Southwest,Full-Time,Rotating,40,12.47,104,4,37,52,3.8,4.9
682,60,Male,Sales Floor,Store Manager,Southwest,Part-Time,Morning,30,29.47,209,5,2,35,6.5,4.0
683,46,Male,Sales Floor,Cashier,Midwest,Full-Time,Afternoon,35,23.37,211,2,26,69,4.0,3.9
684,57,Non-Binary,Warehouse,Shift Supervisor,Southeast,Full-Time,Afternoon,50,26.62,64,5,13,23,6.8,
685,22,Male,Finance,Accountant,Southwest,Full-Time,Morning,40,39.28,43,5,34,76,7.0,
686,27,Male,Warehouse,Forklift Operator,Southwest,Part-Time,Evening,30,14.54,35,4,23,82,4.3,
687,29,Male,Marketing,Social Media Coordinator,Southeast,Full-Time,Morning,45,27.48,38,3,3,17,6.6,
688,46,Non-Binary,HR,Recruiter,West Coast,Part-Time,Evening,20,26.09,65,4,21,13,7.8,
689,30,Female,HR,HR Generalist,Southeast,Full-Time,Rotating,45,12.09,109,3,29,46,3.8,
690,23,Female,Sales Floor,Store Associate,West Coast,Full-Time,Afternoon,40,21.07,14,5,7,79,5.9,3.0
691,44,Female,Warehouse,Inventory Analyst,Northeast,Full-Time,Afternoon,35,25.9,240,5,21,13,7.4,
692,22,Non-Binary,Warehouse,Receiving Clerk,West Coast,Full-Time,Rotating,50,20.25,39,4,25,12,5.0,
693,36,Female,Marketing,Brand Analyst,Northeast,Full-Time,Rotating,40,26.53,61,3,9,42,5.0,
694,27,Non-Binary,Warehouse,Inventory Analyst,Midwest,Part-Time,Afternoon,20,15.72,24,3,8,87,4.2,
695,50,Male,HR,HR Manager,Southeast,Full-Time,Morning,45,17.15,24,2,6,63,3.2,
696,33,Male,Customer Service,Returns Specialist,West Coast,Part-Time,Evening,20,26.71,144,4,6,8,5.9,3.1
697,61,Male,Warehouse,Shift Supervisor,Southeast,Full-Time,Evening,50,13.31,182,4,4,82,3.3,
698,58,Female,HR,Training Coordinator,Southwest,Full-Time,Evening,45,29.31,22,2,15,86,4.0,
699,54,Non-Binary,Sales Floor,Cashier,West Coast,Part-Time,Afternoon,20,30.46,37,5,16,48,6.4,2.8
700,25,Non-Binary,Supply Chain,Buyer,Southwest,Full-Time,Rotating,40,25.73,72,1,36,89,5.3,
701,38,Male,Customer Service,CS Representative,Midwest,Part-Time,Rotating,30,16.01,64,4,7,33,4.6,4.8
702,35,Non-Binary,Warehouse,Warehouse Worker,Midwest,Full-Time,Afternoon,35,12.4,62,2,24,65,2.7,
703,22,Female,HR,Training Coordinator,Southeast,Full-Time,Morning,35,22.57,12,5,19,5,5.5,
704,46,Female,Sales Floor,Visual Merchandiser,Southwest,Part-Time,Morning,30,23.09,37,2,4,83,3.0,2.9
705,65,Male,Supply Chain,Logistics Coordinator,Midwest,Full-Time,Rotating,40,21.83,177,3,0,19,4.4,
706,38,Male,Finance,Controller,Midwest,Part-Time,Morning,30,31.99,205,3,14,74,6.4,
707,42,Male,Customer Service,Call Center Agent,Southeast,Part-Time,Evening,30,20.8,123,1,37,42,5.5,4.5
708,44,Non-Binary,Customer Service,Call Center Agent,Southeast,Part-Time,Morning,25,18.6,174,5,33,28,5.2,3.3
709,31,Male,IT,IT Manager,West Coast,Full-Time,Afternoon,50,37.71,80,3,39,79,5.2,
710,27,Male,Customer Service,Call Center Agent,West Coast,Full-Time,Evening,40,25.95,19,4,26,30,6.3,3.2
711,41,Female,Warehouse,Warehouse Worker,Southwest,Full-Time,Afternoon,50,18.85,221,3,22,29,5.3,
712,60,Non-Binary,Marketing,Brand Analyst,West Coast,Full-Time,Evening,35,40.45,33,5,36,64,6.5,
713,31,Male,Sales Floor,Cashier,West Coast,Part-Time,Afternoon,20,29.94,77,3,10,14,6.9,4.3
714,27,Non-Binary,Customer Service,Call Center Agent,Southwest,Full-Time,Afternoon,40,31.04,40,1,19,7,6.1,3.7
715,30,Female,Warehouse,Shift Supervisor,Northeast,Full-Time,Evening,50,20.62,95,2,3,62,3.9,
716,19,Male,Warehouse,Warehouse Worker,West Coast,Full-Time,Evening,40,31.32,7,1,39,41,5.5,
717,41,Male,Sales Floor,Cashier,Northeast,Part-Time,Morning,30,26.24,186,1,32,24,6.4,2.7
718,19,Female,HR,Recruiter,West Coast,Full-Time,Afternoon,40,19.12,1,1,5,43,4.9,
719,63,Non-Binary,Sales Floor,Visual Merchandiser,Northeast,Part-Time,Evening,30,16.81,89,5,1,37,5.9,3.8
720,52,Female,HR,Training Coordinator,Southwest,Part-Time,Evening,25,19.64,73,2,13,36,4.3,
721,22,Male,Supply Chain,Logistics Coordinator,Midwest,Part-Time,Morning,25,17.82,37,2,3,76,3.5,
722,60,Male,Sales Floor,Store Associate,Southwest,Full-Time,Evening,40,26.79,198,1,12,51,5.1,4.5
723,31,Non-Binary,IT,IT Manager,Southeast,Full-Time,Afternoon,50,22.98,73,4,7,75,5.3,
