EmployeeID,Age,Gender,MaritalStatus,Department,JobRole,JobLevel,MonthlyIncome,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,TotalWorkingYears,OverTime,DistanceFromHome,Education,PerformanceRating,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,RelationshipSatisfaction,NumCompaniesWorked,TrainingTimesLastYear,StockOptionLevel,PercentSalaryHike,EngagementScore,Attrition
405,54,Female,Divorced,Sales,Account Executive,4,12323,14,8,11,17,Yes,11,2,1,2,2,3,1,2,2,1,15,4.9,No
406,35,Non-Binary,Divorced,Engineering,Senior Engineer,5,16648,8,1,0,12,No,47,2,3,3,3,3,1,0,6,2,14,5.1,No
407,56,Non-Binary,Divorced,Engineering,Staff Engineer,5,17269,21,18,3,38,No,14,4,3,3,3,2,4,2,3,1,22,8.7,No
408,33,Male,Married,Product,UI Designer,1,2739,7,2,2,9,No,12,4,3,2,2,1,2,1,3,1,18,7.2,No
409,30,Non-Binary,Single,Operations,Operations Manager,3,7727,0,0,0,2,Yes,16,1,3,1,1,1,1,8,5,2,24,8.0,No
410,50,Female,Divorced,Engineering,Engineering Manager,3,7492,26,5,9,30,Yes,8,1,4,1,1,3,1,8,6,3,13,6.5,Yes
411,31,Non-Binary,Single,Engineering,Senior Engineer,2,4677,5,5,2,12,No,11,1,3,4,3,3,1,9,2,0,16,7.5,No
412,33,Non-Binary,Married,Operations,Operations Manager,3,8698,6,4,2,15,No,19,3,4,2,3,4,3,4,6,0,23,8.8,Yes
413,31,Male,Divorced,Operations,IT Support,3,8010,5,1,3,11,No,47,3,2,4,3,2,2,6,2,2,18,8.3,No
414,62,Female,Divorced,Marketing,Brand Manager,3,10147,10,2,10,44,Yes,15,4,2,4,4,2,1,3,2,0,14,6.5,No
415,30,Male,Divorced,Engineering,DevOps Engineer,2,5082,1,0,1,7,No,16,2,4,2,1,2,1,2,3,0,22,4.9,No
416,26,Non-Binary,Married,Product,Product Manager,3,6660,3,1,0,4,Yes,49,2,3,2,2,3,4,6,5,2,18,3.5,No
417,25,Female,Divorced,Marketing,Growth Manager,1,2419,0,0,0,4,No,46,2,3,4,2,3,1,8,3,1,22,6.6,No
418,57,Male,Single,Sales,Sales Rep,2,5432,19,2,14,30,No,42,4,2,4,1,1,1,5,4,2,11,8.4,No
419,60,Male,Divorced,Engineering,Software Engineer,1,3393,0,0,0,36,No,3,5,4,1,4,1,1,5,0,2,11,4.6,No
420,42,Non-Binary,Divorced,HR,Compensation Analyst,2,6921,12,11,5,13,No,33,2,1,1,4,4,1,4,1,1,21,5.2,No
421,36,Non-Binary,Divorced,Operations,Operations Manager,5,16924,14,3,12,18,Yes,42,5,4,2,3,4,2,5,2,2,20,9.5,No
422,61,Male,Married,Product,UI Designer,1,3420,19,2,4,36,No,6,4,2,1,3,2,3,2,0,2,20,8.2,No
423,51,Non-Binary,Married,Engineering,Senior Engineer,3,9434,8,7,4,9,No,24,3,3,2,2,4,3,8,6,2,16,9.1,Yes
424,24,Male,Married,Product,UI Designer,2,6223,2,2,0,5,Yes,11,5,3,1,1,2,4,7,5,0,16,4.0,No
425,33,Female,Divorced,Marketing,Brand Manager,1,3782,11,1,6,14,Yes,14,4,2,3,4,1,2,7,1,1,16,3.4,No
426,45,Non-Binary,Single,Operations,Project Manager,1,2497,13,7,3,14,No,10,1,3,4,1,3,4,6,4,1,21,4.8,No
427,49,Non-Binary,Single,Engineering,Software Engineer,1,2757,10,4,2,23,No,23,5,3,4,1,2,1,9,4,1,16,6.1,No
428,51,Non-Binary,Single,Finance,Accountant,1,3955,29,4,15,32,Yes,9,4,3,4,1,1,2,3,3,1,20,4.7,No
429,58,Male,Divorced,Engineering,Senior Engineer,5,18035,30,0,11,37,Yes,42,4,3,3,3,3,4,8,6,2,12,6.3,No
430,60,Non-Binary,Divorced,Product,Product Analyst,1,3086,5,4,3,11,No,6,1,2,4,1,4,1,7,5,0,21,7.1,No
431,48,Male,Married,Sales,Account Executive,3,8045,6,1,6,20,Yes,27,4,1,2,3,2,3,4,5,2,15,8.6,No
432,22,Non-Binary,Married,HR,Compensation Analyst,3,6118,0,0,0,1,No,36,4,2,3,4,1,4,2,5,3,22,5.2,No
433,28,Non-Binary,Married,Operations,IT Support,2,4355,5,1,4,9,No,11,3,3,4,1,1,4,0,5,1,11,8.5,No
434,23,Non-Binary,Single,Sales,Account Executive,3,6839,0,0,0,5,No,50,4,4,2,1,3,1,2,5,0,21,4.9,No
435,60,Female,Single,Finance,Financial Analyst,2,4847,3,0,1,28,No,7,4,4,1,4,1,4,1,1,3,17,3.5,No
436,33,Female,Married,Marketing,Brand Manager,4,11957,4,0,1,11,No,40,5,3,1,2,3,1,3,4,0,19,3.8,Yes
437,45,Female,Single,Sales,Sales Rep,1,2989,3,1,0,5,Yes,23,5,3,2,4,4,4,8,3,1,15,4.7,Yes
438,28,Female,Married,Marketing,Growth Manager,5,12591,4,4,2,8,Yes,48,3,4,4,1,4,4,3,4,2,16,5.8,No
439,24,Male,Single,Finance,FP&A Manager,1,3137,2,1,2,4,No,28,2,3,3,1,2,3,5,1,2,12,5.6,Yes
440,58,Male,Divorced,Marketing,Growth Manager,1,3410,25,10,7,33,Yes,46,5,4,2,1,4,4,5,6,2,14,6.4,Yes
441,39,Male,Married,Finance,FP&A Manager,1,3215,13,1,1,13,No,42,5,4,4,4,3,2,6,0,0,16,4.5,No
442,48,Female,Married,Engineering,Software Engineer,4,9903,23,9,8,23,Yes,26,3,3,1,4,4,1,5,4,0,11,6.6,Yes
443,42,Non-Binary,Single,Finance,Controller,1,2558,13,3,2,24,No,4,3,4,3,1,1,1,4,0,2,16,8.3,No
444,32,Female,Divorced,HR,Compensation Analyst,2,4359,2,2,1,9,Yes,43,1,3,2,2,4,4,4,2,3,14,7.9,Yes
445,37,Male,Married,HR,HR Generalist,2,4225,6,5,0,19,No,25,2,3,2,3,2,3,4,5,3,21,3.1,Yes
446,45,Female,Single,Sales,Sales Rep,1,3324,12,7,9,21,No,37,1,2,2,1,1,2,0,3,1,15,3.4,Yes
447,29,Male,Married,Marketing,Brand Manager,2,4636,1,1,1,5,Yes,24,1,1,4,4,4,2,4,1,3,13,6.3,No
448,28,Male,Divorced,Sales,BDR,2,4746,5,0,5,7,Yes,16,1,3,1,3,2,4,6,3,0,14,3.3,Yes
449,32,Non-Binary,Divorced,Finance,Accountant,2,6117,3,2,2,12,Yes,31,3,4,1,2,2,3,1,1,1,16,3.6,No
450,49,Male,Divorced,Engineering,Software Engineer,3,10384,10,0,2,21,No,31,5,1,2,2,4,1,0,6,0,20,7.4,No
451,32,Female,Divorced,Engineering,Senior Engineer,2,4913,2,0,0,6,No,43,4,3,4,4,1,3,4,5,2,25,6.2,No
452,55,Male,Married,Marketing,Brand Manager,1,2666,23,20,0,30,No,2,2,3,2,4,3,2,1,1,3,21,7.3,Yes
453,50,Female,Married,Engineering,QA Engineer,3,7193,28,16,5,30,No,13,1,3,3,3,1,4,7,4,2,15,5.5,Yes
454,31,Female,Single,Engineering,QA Engineer,1,3595,8,4,8,11,Yes,3,2,3,3,1,1,4,4,0,3,16,3.4,Yes
455,40,Male,Married,Engineering,Staff Engineer,1,3683,16,4,2,17,Yes,3,4,4,2,2,4,4,6,0,2,25,5.8,Yes
456,42,Male,Married,Engineering,DevOps Engineer,2,4750,18,4,6,22,No,41,4,3,2,4,4,1,2,4,3,22,5.0,Yes
457,49,Female,Single,Operations,Facilities Coordinator,2,5383,14,6,6,18,No,40,3,4,1,3,2,3,0,6,3,13,9.2,No
458,55,Male,Married,Engineering,Data Engineer,3,6380,14,13,0,32,Yes,31,3,4,1,1,1,2,8,1,3,13,5.2,Yes
459,41,Male,Single,Marketing,Content Strategist,2,4344,0,0,0,3,Yes,31,1,4,1,4,4,1,1,2,3,18,6.4,No
460,50,Non-Binary,Divorced,Finance,Accountant,4,8739,27,21,19,28,Yes,11,5,4,1,2,4,4,4,2,0,20,4.2,No
461,28,Male,Divorced,Marketing,Brand Manager,2,4444,3,3,3,7,Yes,3,5,3,1,3,2,4,7,2,0,13,6.7,Yes
462,55,Male,Married,Finance,Controller,2,4523,12,8,1,37,Yes,49,3,4,3,1,4,4,7,4,1,20,6.0,No
463,42,Non-Binary,Single,Sales,Sales Manager,1,3452,18,18,11,19,No,7,1,3,1,4,3,2,3,0,1,22,3.3,No
464,25,Male,Single,HR,Compensation Analyst,4,13080,2,0,0,4,Yes,7,4,3,3,2,2,3,7,3,2,14,6.9,Yes
465,34,Female,Divorced,Engineering,Data Engineer,2,4610,1,0,0,3,No,22,2,3,1,4,2,2,9,6,3,19,5.3,No
466,50,Female,Single,Sales,Sales Rep,4,13243,13,10,6,16,No,32,2,2,2,3,1,2,4,6,2,17,8.1,No
467,40,Male,Divorced,Engineering,Data Engineer,1,2834,2,2,2,5,No,38,4,4,3,3,1,1,5,3,2,14,5.6,No
468,43,Male,Married,HR,Recruiter,1,3288,21,1,7,25,No,48,5,4,1,4,2,3,0,0,0,18,5.2,No
469,36,Non-Binary,Single,Marketing,Brand Manager,2,6320,0,0,0,17,No,31,1,3,4,4,2,4,6,4,1,12,7.4,No
470,43,Non-Binary,Divorced,Operations,Facilities Coordinator,2,4696,13,0,3,13,No,1,2,4,2,1,1,2,7,1,2,11,5.7,No
471,30,Male,Married,Sales,Sales Rep,5,12227,6,3,5,11,Yes,48,3,4,3,2,4,3,5,6,2,24,9.1,No
472,56,Male,Single,Sales,Sales Manager,2,5039,16,3,1,32,No,15,3,4,4,2,1,3,2,0,1,22,4.8,No
473,24,Non-Binary,Married,HR,HR Generalist,1,2940,1,1,1,4,No,2,4,3,1,1,2,2,6,1,3,19,4.8,Yes
474,23,Non-Binary,Divorced,Engineering,DevOps Engineer,3,9407,1,1,0,1,Yes,7,5,3,4,3,4,4,9,5,2,13,8.6,No
475,22,Female,Single,Product,UX Designer,1,4197,0,0,0,4,No,18,3,3,3,3,1,1,4,4,2,24,5.2,No
476,22,Non-Binary,Single,Engineering,Engineering Manager,1,3264,0,0,0,2,No,40,5,3,2,1,4,2,4,6,2,15,5.7,No
477,61,Male,Divorced,Engineering,QA Engineer,1,2606,20,1,7,42,Yes,15,1,4,4,3,3,1,5,4,0,20,6.8,Yes
478,54,Female,Married,Engineering,DevOps Engineer,2,4977,2,0,0,11,Yes,2,3,3,4,3,3,4,5,3,2,20,3.5,Yes
479,59,Female,Divorced,Product,Product Analyst,4,12848,0,0,0,2,No,43,2,3,3,1,1,2,9,4,3,19,9.1,No
480,55,Female,Single,Finance,Financial Analyst,3,7211,16,14,10,27,No,15,4,3,3,1,2,4,6,2,0,16,8.9,No
481,60,Male,Married,Engineering,Staff Engineer,3,7033,7,7,6,15,No,39,3,4,2,3,3,1,1,3,3,19,9.0,No
482,51,Male,Single,Sales,Sales Rep,4,10511,0,0,0,27,No,2,2,4,4,2,4,4,5,1,3,22,7.8,No
483,43,Non-Binary,Married,Marketing,Marketing Analyst,2,4221,18,3,1,24,No,19,4,4,4,2,1,2,0,4,2,21,8.9,No
484,59,Female,Married,Product,UI Designer,1,2935,8,1,3,19,Yes,10,1,4,4,2,4,3,9,4,2,12,4.9,No
485,50,Non-Binary,Married,Engineering,Staff Engineer,2,6817,7,2,4,11,Yes,7,2,3,1,2,1,1,8,4,1,11,9.0,Yes
486,58,Non-Binary,Divorced,Finance,Accountant,1,3337,13,11,7,40,No,8,4,4,3,4,3,1,2,2,0,16,9.0,No
487,42,Female,Single,HR,Recruiter,3,7242,5,4,2,18,No,7,5,3,1,1,1,2,2,4,3,24,7.6,No
488,53,Non-Binary,Divorced,Marketing,Growth Manager,2,5490,26,5,23,29,Yes,1,4,2,1,2,2,1,6,5,2,20,9.2,Yes
489,33,Non-Binary,Married,Sales,Sales Manager,2,6003,4,1,2,8,No,7,2,2,4,3,4,4,5,1,3,12,6.9,No
490,47,Male,Married,Operations,Operations Manager,2,6520,22,4,15,26,No,33,2,4,4,4,1,3,4,5,2,17,7.5,No
491,25,Female,Single,Product,UI Designer,2,4656,2,1,2,6,No,11,5,3,1,1,3,2,9,4,0,22,5.0,Yes
492,57,Non-Binary,Married,Product,Product Analyst,4,11111,2,2,0,16,Yes,19,2,4,2,3,4,2,8,5,1,11,9.4,Yes
493,47,Non-Binary,Single,Engineering,DevOps Engineer,1,2682,25,15,1,25,Yes,18,1,4,2,4,4,2,4,6,0,12,7.1,Yes
494,56,Female,Married,HR,Compensation Analyst,1,3724,19,4,3,32,No,33,1,3,2,4,2,1,4,5,3,17,8.4,No
495,52,Female,Divorced,Engineering,Engineering Manager,3,7100,9,8,8,31,Yes,7,4,3,4,1,4,2,7,2,3,20,7.7,Yes
496,27,Female,Divorced,Engineering,Senior Engineer,4,13188,0,0,0,7,No,34,5,4,2,1,4,3,6,2,2,24,3.5,Yes
497,22,Non-Binary,Married,Engineering,DevOps Engineer,3,8455,0,0,0,4,Yes,36,1,4,2,4,1,4,2,6,0,13,5.1,Yes
498,29,Non-Binary,Married,Engineering,Senior Engineer,2,4512,0,0,0,6,No,1,3,2,4,3,3,3,9,2,1,13,3.9,No
499,38,Non-Binary,Married,Marketing,Growth Manager,2,6808,15,14,6,15,No,21,4,2,2,4,1,1,4,5,1,14,4.1,No
500,61,Male,Single,Sales,Sales Manager,1,2520,14,9,2,22,No,19,4,3,2,3,3,4,4,4,1,12,5.2,No
501,38,Non-Binary,Divorced,Engineering,Senior Engineer,2,4990,3,1,3,18,No,14,2,1,3,2,2,1,9,1,1,13,9.3,No
502,25,Female,Married,Engineering,Software Engineer,4,11989,1,1,1,7,Yes,25,4,3,1,3,1,2,2,5,2,22,4.6,Yes
503,38,Female,Divorced,Product,UI Designer,2,4534,3,3,2,16,No,14,5,3,4,2,4,3,2,5,0,14,8.0,No
504,43,Female,Divorced,Sales,Account Executive,3,8262,3,2,2,18,Yes,26,1,4,3,3,3,1,9,6,0,24,3.2,No
505,52,Non-Binary,Single,Sales,BDR,2,6422,23,20,17,34,Yes,48,2,4,1,2,1,4,1,0,3,21,7.0,No
506,34,Male,Divorced,Engineering,Data Engineer,2,4997,10,9,0,15,No,24,5,1,3,4,4,1,1,1,1,22,8.8,No
507,34,Non-Binary,Married,Engineering,Software Engineer,2,4518,11,8,6,11,No,22,4,3,1,1,4,1,1,0,1,22,5.0,Yes
508,32,Non-Binary,Divorced,Engineering,QA Engineer,5,15066,0,0,0,14,No,13,2,3,2,4,3,2,4,1,2,17,5.0,Yes
509,40,Non-Binary,Divorced,Engineering,Senior Engineer,1,2566,8,7,4,15,Yes,41,2,1,3,4,2,2,6,2,2,14,5.3,Yes
510,35,Female,Divorced,Operations,Facilities Coordinator,1,2869,4,1,3,9,No,24,5,3,2,1,3,1,5,6,0,13,6.1,No
511,33,Non-Binary,Married,Engineering,QA Engineer,4,10801,5,2,1,14,Yes,37,4,4,1,4,2,3,5,4,2,18,5.9,No
512,54,Male,Divorced,Engineering,Senior Engineer,3,9483,3,3,3,13,No,20,5,4,4,2,2,2,5,6,0,12,6.9,No
513,32,Male,Single,HR,HR Manager,2,4601,7,0,2,13,Yes,6,2,2,3,3,1,4,2,2,0,18,3.5,No
514,46,Male,Married,Product,UX Designer,4,12578,14,11,3,26,Yes,21,3,4,2,4,4,1,5,3,0,14,5.1,No
515,43,Male,Single,Engineering,Senior Engineer,2,6743,16,0,12,20,No,28,1,3,2,2,4,2,4,2,3,21,6.2,No
516,47,Female,Single,Engineering,Engineering Manager,1,3236,21,16,3,23,Yes,21,2,3,1,4,4,1,7,5,3,17,7.3,No
517,29,Male,Married,Engineering,Staff Engineer,3,9204,7,5,7,11,No,49,4,4,3,1,2,1,5,5,2,14,3.7,No
518,51,Non-Binary,Married,Sales,BDR,2,6603,9,0,1,17,No,28,3,3,1,1,3,2,4,2,3,11,8.8,No
519,44,Non-Binary,Married,Engineering,Software Engineer,3,6788,1,1,0,14,No,18,3,4,2,2,4,1,1,2,2,11,7.7,Yes
520,27,Female,Divorced,Operations,Operations Manager,2,4905,2,2,2,3,No,28,1,4,2,3,3,2,0,2,3,14,9.2,No
521,24,Female,Divorced,Product,UX Designer,2,6034,2,1,0,3,Yes,18,3,3,4,3,1,2,3,0,2,14,4.3,Yes
522,51,Female,Married,Engineering,QA Engineer,3,8436,18,13,10,32,No,10,4,4,1,4,2,2,6,2,3,11,5.2,No
523,57,Female,Married,Sales,Account Executive,3,9366,11,1,3,32,No,30,1,2,3,2,3,4,6,6,0,23,4.9,No
524,46,Male,Single,Sales,BDR,5,16299,17,4,12,26,No,19,2,4,1,4,4,3,3,3,2,16,5.6,No
525,56,Male,Married,Marketing,Growth Manager,2,5484,12,3,6,21,No,1,5,4,4,4,2,1,6,4,3,17,4.0,No
526,61,Non-Binary,Married,Marketing,Content Strategist,1,4101,16,2,13,37,Yes,6,3,1,2,4,2,2,7,2,1,13,4.1,No
527,40,Male,Married,Marketing,Content Strategist,2,5732,2,0,0,18,No,42,1,4,4,3,2,2,7,5,0,11,9.4,No
528,52,Non-Binary,Divorced,Marketing,Brand Manager,4,12698,27,12,2,27,No,29,4,4,1,1,3,4,0,2,3,22,7.7,No
529,29,Female,Married,Marketing,Brand Manager,2,6273,1,0,1,11,No,22,2,4,1,4,2,3,1,2,0,18,7.7,No
530,43,Male,Single,Sales,Sales Rep,3,9543,9,7,5,25,No,19,1,3,3,3,3,3,4,5,1,20,6.9,No
531,31,Male,Divorced,Sales,BDR,3,7315,2,0,2,6,Yes,10,5,1,2,3,4,4,9,1,2,21,3.2,Yes
532,46,Male,Married,Finance,Accountant,2,4526,15,5,15,18,No,20,2,3,1,3,1,2,5,3,3,20,7.3,No
533,45,Non-Binary,Divorced,Operations,IT Support,3,8818,21,1,12,25,No,6,1,3,1,2,2,3,2,5,1,14,4.8,No
534,39,Male,Divorced,Product,Product Manager,5,17442,17,8,2,19,No,4,2,3,1,4,4,1,8,6,0,16,8.9,No
535,27,Male,Divorced,Engineering,Engineering Manager,1,3376,3,1,0,6,Yes,8,4,4,4,2,4,1,4,6,3,20,4.9,Yes
536,54,Non-Binary,Married,Marketing,Growth Manager,2,6601,9,4,4,29,Yes,29,1,4,3,2,4,1,5,4,3,18,7.4,Yes
537,28,Male,Single,Engineering,Engineering Manager,3,8870,6,3,2,7,No,20,5,3,2,4,1,3,9,1,1,16,4.3,Yes
538,61,Female,Single,HR,Recruiter,4,13740,21,5,10,29,No,31,3,3,4,3,3,3,5,3,2,17,8.1,No
539,47,Male,Divorced,HR,HR Generalist,3,8906,1,1,1,7,Yes,14,3,3,4,3,1,3,6,6,3,16,8.0,No
540,50,Non-Binary,Married,HR,Recruiter,3,6334,27,8,3,27,Yes,50,4,3,4,4,2,3,9,4,3,11,9.1,Yes
541,50,Non-Binary,Married,Marketing,Growth Manager,2,4402,9,1,7,13,No,10,5,3,3,2,1,4,3,2,2,19,9.4,No
542,26,Female,Married,Engineering,Software Engineer,1,3745,2,1,1,4,Yes,13,3,3,3,1,2,1,6,3,3,23,6.0,Yes
543,54,Female,Married,Engineering,DevOps Engineer,1,3186,11,0,9,29,Yes,22,1,4,3,1,1,2,8,6,0,20,8.1,No
544,49,Male,Single,Sales,Sales Rep,3,8030,26,8,14,31,No,37,3,3,2,4,1,4,9,2,0,20,7.2,No
545,31,Male,Divorced,Engineering,Senior Engineer,2,6023,4,1,4,9,Yes,46,5,2,4,2,2,3,2,0,0,19,7.2,Yes
546,26,Female,Single,Finance,Controller,2,5974,2,1,0,3,Yes,50,3,1,2,4,1,4,0,3,1,17,5.8,Yes
547,46,Male,Single,Product,UX Designer,1,4144,18,3,2,25,No,48,5,3,1,3,4,2,3,0,2,18,4.1,No
548,46,Female,Divorced,Engineering,Engineering Manager,1,2580,13,6,13,22,Yes,15,1,3,3,4,4,1,4,5,2,11,8.4,Yes
549,55,Non-Binary,Married,Engineering,DevOps Engineer,1,3772,4,1,3,27,Yes,40,4,4,2,4,2,2,8,1,1,16,8.6,No
550,35,Male,Married,Engineering,Senior Engineer,1,4036,4,3,2,4,Yes,31,1,4,3,2,4,1,8,3,1,13,3.2,Yes
551,26,Non-Binary,Divorced,Engineering,Senior Engineer,1,4170,0,0,0,0,No,20,4,3,4,3,2,3,8,2,0,18,3.9,No
552,54,Non-Binary,Single,Finance,Controller,1,3586,4,1,1,19,No,15,3,2,4,3,3,4,9,4,2,23,4.8,No
553,59,Male,Single,Engineering,Staff Engineer,3,10077,23,1,23,27,Yes,41,1,4,1,2,2,4,5,0,3,18,8.2,No
554,58,Female,Divorced,Engineering,Data Engineer,4,10719,12,7,3,36,Yes,33,3,3,4,2,3,3,7,6,3,21,3.8,Yes
555,45,Male,Single,Finance,Accountant,1,4136,13,10,0,21,Yes,46,3,2,2,3,3,4,6,4,0,24,9.3,No
556,54,Female,Divorced,Engineering,Data Engineer,4,12083,6,1,6,25,No,50,2,3,2,1,3,2,8,1,2,13,7.8,Yes
557,36,Female,Single,Engineering,QA Engineer,4,8912,13,12,11,16,No,19,4,4,4,4,4,4,5,1,2,11,8.6,Yes
558,61,Male,Married,Marketing,Growth Manager,1,3759,19,2,1,24,Yes,42,4,3,4,2,2,3,1,1,2,13,8.3,No
559,31,Non-Binary,Married,Engineering,QA Engineer,3,9025,3,3,1,11,No,7,5,3,1,4,3,1,8,5,3,13,7.1,Yes
560,24,Non-Binary,Married,Operations,Facilities Coordinator,4,11761,1,1,0,3,No,15,5,2,2,3,2,4,6,3,0,21,8.7,Yes
561,62,Male,Divorced,HR,HR Manager,4,12001,16,10,13,41,Yes,32,2,3,3,2,4,3,1,6,3,19,3.5,No
562,28,Non-Binary,Divorced,Sales,BDR,1,2570,4,0,4,8,No,27,4,4,2,1,3,4,7,4,0,17,5.3,No
563,23,Male,Divorced,Marketing,Brand Manager,3,8837,0,0,0,3,Yes,17,3,4,3,3,3,2,4,3,0,16,9.0,No
564,32,Male,Married,Operations,Facilities Coordinator,3,9389,3,2,3,8,No,40,5,4,2,2,3,3,1,5,0,21,8.5,No
565,34,Male,Married,Marketing,Content Strategist,3,7516,4,3,2,4,No,8,2,3,3,3,2,4,9,5,0,14,7.9,Yes
566,31,Non-Binary,Married,Marketing,Brand Manager,4,10380,5,4,2,6,No,21,2,3,1,1,2,2,4,0,3,14,8.5,No
567,50,Female,Married,Operations,IT Support,4,8074,20,6,4,26,Yes,36,5,4,1,2,4,2,8,4,3,21,8.6,No
568,45,Female,Single,Operations,Project Manager,3,7640,8,6,5,12,No,21,2,4,2,2,1,4,8,2,0,23,5.1,No
569,57,Female,Divorced,Engineering,Staff Engineer,3,7211,26,7,14,32,No,5,2,1,4,4,1,3,7,6,1,12,7.0,No
570,38,Female,Married,Engineering,QA Engineer,2,6112,0,0,0,17,No,45,3,3,4,4,2,3,0,4,0,22,4.4,No
571,55,Male,Divorced,Sales,Account Executive,3,9296,13,11,2,28,Yes,47,1,3,2,1,4,4,6,3,3,13,8.4,No
572,49,Non-Binary,Divorced,Engineering,Staff Engineer,2,4553,8,7,1,10,No,22,4,4,2,3,1,1,8,0,2,12,5.3,Yes
573,46,Non-Binary,Married,Operations,Operations Manager,1,3414,9,0,9,14,No,35,2,4,2,1,2,3,9,1,3,22,4.2,No
574,50,Non-Binary,Single,HR,Recruiter,4,12843,0,0,0,10,Yes,7,4,2,3,2,3,4,8,6,3,23,3.7,No
575,37,Male,Married,Engineering,DevOps Engineer,1,4128,11,2,3,12,No,34,1,3,4,3,4,2,4,2,1,18,3.3,No
576,49,Female,Married,Engineering,QA Engineer,2,4071,12,1,7,21,Yes,50,1,3,4,1,2,1,4,4,1,21,7.0,Yes
577,41,Non-Binary,Single,Engineering,Software Engineer,1,4135,12,3,5,20,Yes,24,1,4,4,1,4,2,3,5,2,12,7.8,No
578,46,Female,Single,Sales,Account Executive,1,4063,6,5,0,18,Yes,15,3,4,2,4,1,2,2,4,1,20,7.3,No
579,62,Male,Married,Operations,Project Manager,3,7841,9,3,4,25,Yes,39,1,3,4,4,1,4,2,5,1,12,5.5,No
580,33,Female,Married,Engineering,Data Engineer,2,6830,8,5,2,12,Yes,7,1,3,4,2,1,4,3,1,0,18,4.9,No
581,33,Male,Divorced,Engineering,Software Engineer,4,10615,1,0,0,15,Yes,33,2,4,2,3,1,1,2,2,2,25,5.9,Yes
582,31,Female,Single,Product,Product Manager,2,4675,4,4,0,11,No,5,2,3,3,3,2,2,8,2,0,12,7.3,No
583,32,Male,Divorced,Product,Product Manager,3,6645,5,2,0,5,Yes,25,5,2,2,2,1,1,0,5,3,25,3.0,No
584,37,Male,Married,Product,UI Designer,2,6940,15,8,11,19,No,24,2,2,4,2,4,3,2,2,0,17,9.0,No
585,56,Female,Married,Engineering,Engineering Manager,2,4375,27,7,12,34,No,47,4,3,2,4,4,3,5,2,3,13,9.1,No
586,58,Female,Married,Engineering,Senior Engineer,3,8966,6,6,5,25,No,14,4,2,4,1,4,3,9,3,0,14,6.6,Yes
587,55,Non-Binary,Divorced,Sales,Sales Rep,3,6107,13,2,7,31,Yes,50,2,3,2,2,2,4,5,3,1,24,4.8,No
588,61,Male,Married,HR,Compensation Analyst,2,6360,16,1,3,43,Yes,6,3,4,1,3,2,2,3,2,0,16,9.0,No
589,43,Male,Divorced,Engineering,Data Engineer,2,4304,5,2,2,24,No,27,2,3,2,4,3,2,1,5,1,25,4.1,No
590,52,Non-Binary,Divorced,HR,Recruiter,4,12602,12,7,2,17,No,29,1,4,3,3,3,1,5,0,1,13,9.1,No
591,34,Female,Single,Marketing,Content Strategist,1,3680,10,5,4,14,No,38,4,4,1,3,3,2,8,2,0,18,5.3,Yes
592,41,Female,Divorced,Engineering,QA Engineer,1,3007,8,7,6,9,Yes,9,5,1,4,1,3,4,3,3,3,17,7.3,Yes
593,54,Non-Binary,Single,Marketing,Brand Manager,2,5221,27,25,13,34,Yes,19,3,2,3,4,1,3,8,0,0,23,7.7,Yes
594,45,Male,Divorced,HR,Recruiter,1,3842,2,0,2,27,No,22,5,2,1,4,3,1,9,0,0,22,3.1,Yes
595,27,Non-Binary,Single,Operations,Operations Manager,1,2778,0,0,0,7,No,13,4,3,4,2,4,3,9,6,0,18,5.1,Yes
596,38,Female,Single,Engineering,Senior Engineer,5,19370,4,4,4,9,No,26,5,3,1,4,3,2,6,2,2,22,4.2,Yes
597,32,Female,Single,Engineering,QA Engineer,2,5481,1,0,0,11,No,49,4,1,1,1,3,3,9,5,0,20,7.0,Yes
598,52,Male,Single,Finance,FP&A Manager,2,6290,11,7,4,33,Yes,23,4,3,2,4,3,4,7,6,3,18,4.5,Yes
599,23,Female,Divorced,HR,Compensation Analyst,2,6969,0,0,0,1,No,10,5,4,4,2,1,1,6,3,1,15,5.4,No
600,57,Male,Married,Engineering,Engineering Manager,1,3275,8,3,3,11,No,23,1,2,4,3,4,3,2,1,3,23,5.8,Yes
601,43,Female,Divorced,Sales,Sales Manager,3,7930,20,9,19,22,Yes,45,2,3,2,4,1,1,7,2,3,14,6.4,Yes
602,42,Male,Married,Engineering,Senior Engineer,4,11329,20,15,8,24,No,15,5,3,3,2,4,4,0,2,0,17,7.5,No
603,51,Female,Single,Marketing,Marketing Analyst,2,5348,19,8,2,26,No,16,2,3,3,3,3,4,8,1,2,16,7.6,No
604,34,Non-Binary,Married,Engineering,DevOps Engineer,1,2932,9,9,1,12,Yes,25,4,4,2,1,3,3,3,1,2,11,6.4,Yes
605,51,Male,Married,Marketing,Brand Manager,1,3526,24,4,14,31,No,18,2,4,4,4,3,2,9,1,2,11,7.9,Yes
606,42,Non-Binary,Single,Finance,FP&A Manager,2,5886,12,8,0,22,No,19,3,3,4,1,1,2,7,0,0,13,4.2,No
607,45,Male,Divorced,Sales,Sales Rep,1,3142,11,5,1,24,No,42,4,3,4,1,2,4,2,0,2,14,5.6,No
